id;start_pos;end_pos;surface;label;wb_id;motif;broader;narrower;related;exact
3;82;92;possession;MISC;Q1400881;0;;;;1
3;180;184;vase;MISC;Q191851;1;;;;1
3;193;198;water;MISC;Q283;1;;;;1
3;216;223;flowers;MISC;Q506;1;;;;1
3;258;269;naturalness;MISC;Q37852924;0;;;;1
3;291;300;dew-drops;MISC;Q41097;1;;;;1
3;308;315;flowers;MISC;Q506;1;;;;1
3;131;137;things;MISC;Q35120;0;;;;1
3;354;361;reality;MISC;Q9510;0;;;;1
4;21;33;works of art;MISC;Q17537576;0;;;;1
4;41;62;Palace of Duke Cosimo;LOC;Q911047;0;;1;;
4;82;86;head;MISC;Q23640;1;;;;1
4;93;98;angel;MISC;Q235113;1;;;;1
4;119;122;arm;MISC;Q43471;1;;;;1
4;130;133;air;MISC;Q7391292;1;;;;1
4;184;192;shoulder;MISC;Q16363;1;;;;1
4;200;205;elbow;MISC;Q42586;1;;;;1
4;240;244;hand;MISC;Q33767;1;;;;1
4;252;258;breast;MISC;Q9103;1;;;;1
5;41;47;friend;PER;Q17297777;0;;;;1
5;63;77;sheet of paper;MISC;Q196878;0;;;;1
5;4;17;Antonio Segni;PER;OOV;0;;;;0
5;81;88;Neptune;MISC;Q3954;1;;;;1
5;116;131;draughtsmanship;MISC;OOV;0;;;;
6;11;24;panel-picture;MISC;Q55439;0;;;;1
6;32;53;Adoration of the Magi;MISC;Q488841;1;;;;1
6;81;87;things;MISC;Q35120;0;;;;1
6;106;111;heads;MISC;Q23640;1;;;;1
6;130;135;house;MISC;Q3947;0;;;;1
6;139;152;Amerigo Benci;PER;Q89125988;0;;;;1
6;167;185;Loggia de' Peruzzi;LOC;Q20008396;0;;;;1
6;239;244;works;MISC;Q17537576;0;;;;1
7;19;24;Milan;LOC;Q490;0;;;;1
7;34;54;Friars of S. Dominic;PER;Q131479;0;;;;1
7;59;80;S. Maria delle Grazie;LOC;Q244952;0;;;;1
7;84;95;Last Supper;MISC;Q51633;1;;;;1
7;129;134;thing;MISC;Q35120;0;;;;1
7;147;152;heads;MISC;Q23640;1;;;;1
7;160;168;Apostles;PER;Q4155679;1;;;;1
7;182;189;majesty;MISC;Q1623587;0;;;1;0
7;194;200;beauty;MISC;Q7242;0;;;;1
7;219;223;head;MISC;Q23640;1;;;;1
7;227;233;Christ;PER;Q302;1;;;;1
7;300;303;air;MISC;Q1154226;0;;;1;
7;330;335;image;MISC;Q478798;0;;;;1
7;339;345;Christ;PER;Q302;1;;;;1
8;12;21;refectory;MISC;Q568225;0;;;;1
8;51;62;Last Supper;LOC;Q51633;1;;;;1
8;75;79;wall;MISC;Q42948;0;;;;1
8;91;98;Passion;MISC;Q623306;1;;;;1
8;110;116;manner;MISC;Q12894677;0;;;;1
8;118;126;Leonardo;PER;Q762;0;;;;1
8;146;154;Lodovico;PER;Q236853;1;;;;1
8;161;173;Massimiliano;PER;Q378739;1;;;;1
8;186;189;son;PER;Q177232;0;;;;1
8;219;235;Duchess Beatrice;PER;Q813280;1;;;;1
8;242;251;Francesco;PER;Q378868;1;;;;1
8;265;268;son;PER;Q177232;0;;;;1
8;301;315;Dukes of Milan;PER;Q692686;0;;;1;
9;21;26;works;MISC;Q17537576;0;;;;1
9;30;38;Leonardo;PER;Q762;0;;;;1
9;54;59;Milan;LOC;Q490;0;;;;1
9;78;92;King of France;PER;Q18384454;0;;;1;
9;104;112;Leonardo;PER;Q762;0;;;;1
9;148;153;thing;MISC;Q35120;0;;;;1
9;162;166;lion;MISC;Q140;0;;;;1
9;188;193;steps;MISC;Q16511984;0;;;;1
9;214;220;breast;MISC;Q9103;0;;;;1
9;244;250;lilies;MISC;Q5194627;0;;;;1
9;68;72;time;MISC;Q11471;0;;;;1
10;22;29;cartoon;MISC;Q1416517;0;;;;1
10;43;50;Madonna;PER;Q345;1;;;;1
10;57;64;S. Anne;PER;Q164294;1;;;;1
10;73;79;Christ;PER;Q302;1;;;;1
10;111;120;craftsmen;MISC;Q1294787;0;;;;1
10;159;162;men;MISC;Q8441;0;;;;1
10;167;172;women;MISC;Q467;0;;;;1
10;174;179;young;MISC;Q3010;0;;1;;
10;184;187;old;MISC;Q191089;0;;;1;
10;227;232;sight;MISC;Q162668;0;;;;1
10;246;250;room;MISC;Q180516;0;;;;1
10;283;291;festival;MISC;Q132241;0;;;;1
10;317;324;marvels;MISC;Q333173;0;;;1;
10;328;336;Leonardo;PER;Q762;0;;;;1
10;361;367;people;PER;Q5;0;;;;1
10;393;397;face;MISC;Q37017;0;;;;1
10;406;413;Madonna;PER;Q345;1;;;;1
10;500;505;grace;MISC;Q17148382;0;;;1;
10;511;518;picture;MISC;Q478798;0;;;;1
10;526;542;Mother of Christ;PER;Q345;1;;;;1
10;573;580;modesty;MISC;Q1186677;0;;;;1
10;590;598;humility;MISC;Q1186677;0;;;;1
10;626;631;image;MISC;Q478798;0;;;;1
10;639;645;Virgin;PER;Q345;1;;;;1
10;670;678;gladness;MISC;Q8;0;;;1;
10;693;699;beauty;MISC;Q7242;0;;;;1
10;707;710;Son;PER;Q302;1;;1;;
10;738;748;tenderness;MISC;Q19816620;0;;;;1
10;756;759;lap;MISC;Q1276686;1;;;;1
10;787;791;gaze;MISC;Q14467155;1;;;;1
10;816;823;S. John;PER;Q40662;1;;;;1
10;865;869;lamb;MISC;Q4575936;1;;;;1
10;885;890;smile;MISC;Q487;1;;;;1
10;896;903;S. Anne;PER;Q164294;1;;;;1
10;927;930;joy;MISC;Q8;0;;;1;
10;958;965;progeny;MISC;Q239526;0;1;;;
10;981;986;ideas;MISC;Q131841;0;;;;1
10;1007;1012;brain;MISC;Q1073;0;;;;1
10;1017;1023;genius;MISC;Q185030;0;;;;1
10;1027;1035;Leonardo;PER;Q762;0;;;;1
10;837;840;boy;MISC;Q3010;0;;;;1
10;471;481;simplicity;MISC;Q508291;0;;;;1
10;486;492;beauty;MISC;Q7242;0;;;;1
11;0;8;Leonardo;PER;Q762;0;;;;
11;35;57;Francesco del Giocondo;PER;Q1395822;0;;;;
11;75;85;Monna Lisa;PER;Q153032;1;;;;
11;91;95;wife;PER;Q188830;0;;;;
11;203;225;King Francis of France;PER;Q129857;0;;;;
11;230;243;Fontainebleau;LOC;Q182872;0;;;;
11;170;174;work;MISC;Q17537576;0;;;;
11;189;199;collection;MISC;Q208165;0;;;;
12;11;15;Rome;LOC;Q220;0;;;;
12;21;45;Duke Giuliano de' Medici;PER;Q333340;0;;;;
12;66;74;Pope Leo;PER;Q49237;0;;;;
12;98;102;time;MISC;Q11471;0;;;;
12;106;127;philosophical studies;MISC;Q5891;0;;;;
12;149;156;alchemy;MISC;Q39689;0;;;;
12;175;180;paste;MISC;Q904216;0;;;;
12;194;198;kind;MISC;Q21146257;0;;;;
12;202;205;wax;MISC;Q124695;0;;;;
12;230;237;animals;MISC;Q729;0;;;;
12;260;264;wind;MISC;Q8094;0;;;;
12;319;322;air;MISC;Q7391292;0;;;;
12;366;372;ground;MISC;Q21152267;0;;;;
12;337;341;wind;MISC;Q8094;0;;;;
13;10;18;Leonardo;PER;Q762;0;;;;
13;48;52;work;MISC;Q17537576;0;;;;
13;62;69;cartoon;MISC;Q1416517;0;;;;
13;77;90;Sala del Papa;PER;Q3657394;0;;;;
13;108;124;S. Maria Novella;LOC;Q51175;0;;;;
13;143;148;story;MISC;Q1318295;1;;;;
13;152;169;Niccolo Piccinino;PER;Q979543;1;;;;
13;227;232;group;MISC;Q16887380;1;;;;
13;236;244;horsemen;PER;Q47315;1;;;;
13;182;203;Duke Filippo of Milan;PER;Q289285;0;;;;
13;171;178;Captain;PER;Q273108;0;;;;
13;281;285;work;MISC;Q17537576;0;;;;
13;407;413;battle;MISC;Q178561;1;;;;
13;334;341;mastery;MISC;Q644238;0;;;;
13;371;376;ideas;MISC;Q131841;0;;;;
13;269;277;standard;MISC;Q14660;1;;;;
14;16;20;time;MISC;Q11471;0;;;;
14;33;51;Baldassarre Turini;PER;Q3633263;0;;;;
14;55;61;Pescia;LOC;Q102661;0;;;;
14;71;77;Datary;PER;Q620020;0;;;;
14;81;89;Pope Leo;PER;Q49237;0;;;;
14;100;107;picture;MISC;Q478798;0;;;;
14;115;137;Madonna with the Child;PER;Q9309699;1;;;;
14;145;149;arms;MISC;Q43471;1;;;;
14;165;174;diligence;MISC;Q1427962;0;;;;
14;179;182;art;MISC;Q735;0;;;;
14;208;213;fault;MISC;Q1095373;0;;;;
14;236;241;panel;MISC;Q55439;0;;;;
14;247;252;gesso;MISC;Q1514256;0;;;;
14;299;307;mixtures;MISC;Q169336;0;;;;
14;311;318;grounds;MISC;Q21152267;0;;;;
14;323;330;colours;MISC;Q1075;0;;;;
15;31;44;Marco Oggioni;PER;Q982274;0;;;;
15;62;81;S. Maria della Pace;LOC;Q3673878;1;;;;
15;87;106;Passing of Our Lady;MISC;Q1245512;1;;;;
15;115;131;Marriage of Cana;MISC;Q625140;1;;;;
15;135;142;Galilee;LOC;Q83241;1;;;;
16;14;22;Leonardo;PER;Q762;0;;;;
16;27;52;Giovan Antonio Boltraffio;PER;Q442528;0;;;;
16;56;61;Milan;LOC;Q490;0;;;;
16;65;71;person;PER;Q5;0;;;;
16;81;86;skill;MISC;Q205961;0;;;;
16;91;104;understanding;MISC;Q46744;0;;;;
16;118;127;year 1500;MISC;Q6126;0;;;;
16;147;156;diligence;MISC;Q1427962;0;;;;
16;166;192;Church of the Misericordia;LOC;OOV;0;;;;
16;202;209;Bologna;LOC;Q1891;0;;;;
16;213;226;panel in oils;MISC;Q174705;0;;;;
16;238;261;Our Lady with the Child;PER;Q9309699;1;;;;
16;269;273;arms;MISC;Q43471;1;;;;
16;275;294;S. John the Baptist;PER;Q40662;1;;;;
16;296;308;S. Sebastian;PER;Q183332;1;;;;
16;324;330;patron;PER;Q15472169;1;;;;
16;380;384;life;MISC;Q3;0;;;;
16;393;398;knees;MISC;Q37425;1;;;;
16;418;422;work;MISC;Q17537576;0;;;;
16;446;450;name;MISC;Q82799;0;;;;
16;482;490;Leonardo;PER;Q762;0;;;;
16;470;478;disciple;PER;Q385586;0;;;;
16;2;10;disciple;PER;Q385586;0;;;;
17;3;9;reason;MISC;Q2574811;0;;;;
17;19;24;works;MISC;Q17537576;0;;;;
17;44;51;Cimabue;PER;Q15790;0;;;;
17;100;106;Assisi;LOC;Q20103;0;;;;
17;118;124;Umbria;LOC;Q1280;0;;;;
17;185;207;Church of S. Francesco;LOC;Q207486;0;;;;
17;232;240;vaulting;MISC;Q189771;0;;;;
17;253;258;walls;MISC;Q42948;0;;;;
17;296;306;S. Francis;PER;Q676555;0;;;;
17;36;40;name;MISC;Q82799;0;;;;
17;263;283;life of Jesus Christ;PER;Q4923891;1;;;;
17;163;170;masters;MISC;Q3276357;0;;;;
18;21;25;work;MISC;Q17537576;0;;;;
18;117;130;panel-picture;MISC;Q55439;0;;;;
18;153;160;figures;MISC;Q29527347;0;;;;
18;162;181;S. John the Baptist;PER;Q40662;1;;;;
18;183;204;S. Giovanni Gualberto;PER;Q707172;1;;;;
18;222;227;Order;ORG;Q1999843;0;;;;
18;229;244;S. Michelagnolo;PER;Q45581;1;;;;
18;250;261;S. Bernardo;PER;Q2259281;1;;;;
18;265;273;Cardinal;PER;Q45722;0;;;;
18;280;284;monk;PER;Q733786;0;;;;
18;292;297;Order;ORG;Q1999843;0;;;;
18;316;320;boys;PER;Q3010;1;;;;
18;328;334;centre;MISC;Q23595;0;;;;
18;65;71;praise;MISC;Q1208425;0;;;;
18;92;99;General;PER;Q83460;0;;;;
18;103;114;Vallombrosa;ORG;Q4008256;0;;;;
19;14;26;Michelagnolo;PER;Q5592;0;;;;
19;60;75;gentleman;PER;Q749212;0;;;;
19;89;101;Jacopo Galli;PER;Q21866988;0;;;;
19;116;122;person;PER;Q5;0;;;;
19;149;154;Cupid;MISC;Q5011;1;;;;
19;158;164;marble;MISC;Q40861;0;;;;
19;194;200;figure;MISC;Q29527347;0;;;;
19;206;213;Bacchus;MISC;Q645312;1;;;;
19;240;243;cup;MISC;Q81727;1;;;;
19;257;261;hand;MISC;Q33767;1;;;;
19;288;303;skin of a tiger;MISC;Q19310055;1;;;;
19;321;327;grapes;MISC;Q10978;1;;;;
19;346;351;satyr;MISC;Q163709;1;;;;
19;279;283;hand;MISC;Q33767;1;;;;
20;38;44;figure;MISC;Q29527347;0;;;;
20;48;57;Fortitude;MISC;Q605035;1;;;;
20;65;76;Mercatanzia;LOC;Q3998632;0;;;;
20;80;88;Florence;LOC;Q2044;0;;;;
20;112;119;Virtues;MISC;Q904802;1;;;;
20;141;148;Antonio;PER;Q318640;0;;;;
20;153;173;Piero del Pollaiuolo;PER;Q707046;0;;;;
21;23;33;Ognissanti;LOC;Q2778991;0;;;;
21;7;15;tramezzo;MISC;Q2705982;0;;;;
21;42;46;door;MISC;Q36794;0;;;;
21;67;72;choir;MISC;Q131186;0;;;;
21;93;101;Vespucci;PER;Q4010390;0;;;;
21;104;116;S. Augustine;PER;Q8018;1;;;;
21;120;126;fresco;MISC;Q22669139;0;;;;
21;158;163;pains;MISC;Q81938;0;;;;
21;192;200;painters;MISC;Q1028181;0;;;;
21;208;212;time;MISC;Q11471;0;;;;
21;231;251;Domenico Ghirlandajo;PER;Q191423;0;;;;
21;268;277;S. Jerome;PER;Q44248;1;;;;
21;306;310;work;MISC;Q17537576;0;;;;
21;326;332;praise;MISC;Q1208425;0;;;;
21;345;349;head;MISC;Q23640;1;;;;
21;358;363;Saint;PER;Q8018;1;;;;
21;389;399;meditation;MISC;Q108458;0;;;;
21;410;418;subtlety;MISC;Q49396791;0;;;;
21;532;539;matters;MISC;Q26256810;0;;;;
21;484;497;investigation;MISC;Q21004260;0;;;;
21;437;450;men of wisdom;PER;Q2624172;0;;;;
22;12;18;houses;MISC;Q3947;0;;;;
22;34;38;city;MISC;Q515;0;;;;
22;56;64;pictures;MISC;Q478798;0;;;;
22;82;87;nudes;MISC;Q40446;0;;;;
22;121;129;Castello;LOC;Q2094778;0;;;;
22;133;138;villa;MISC;Q3950;0;;;;
22;142;153;Duke Cosimo;PER;Q48547;0;;;;
22;178;192;birth of Venus;MISC;Q19760026;1;;;;
22;205;210;Winds;MISC;Q8094;1;;;;
22;215;222;Zephyrs;MISC;Q467515;1;;;;
22;245;250;earth;MISC;Q21152267;1;;;;
22;261;267;Cupids;MISC;Q5011;1;;;;
22;290;295;Venus;MISC;Q47652;1;;;;
22;306;312;Graces;MISC;Q184353;1;;;;
22;331;338;flowers;MISC;Q506;1;;;;
22;345;351;symbol;MISC;Q80071;0;;;;
22;355;361;spring;MISC;Q1312;1;;;;
23;13;18;works;MISC;Q17537576;0;;;;
23;26;45;house of the Medici;LOC;Q170022;0;;;;
23;50;67;the elder Lorenzo;PER;Q911047;0;;;;
23;84;90;Pallas;PER;Q457294;1;;;;
23;112;120;branches;MISC;Q2923673;0;;;;
23;96;102;device;MISC;Q39546;0;;;;
23;142;146;fire;MISC;Q3196;0;;;;
23;197;209;S. Sebastian;PER;Q183332;0;;;;
24;3;20;S. Maria Maggiore;LOC;Q849356;0;;;;
24;24;32;Florence;LOC;Q2044;0;;;;
24;45;70;Chapel of the Panciatichi;LOC;OOV;0;;;;
24;98;103;Pietà;MISC;Q223689;1;;;;
24;116;123;figures;MISC;Q29527347;0;;;;
25;20;25;Pucci;PER;Q654139;0;;;;
25;7;12;house;MISC;Q3947;0;;;;
25;60;67;figures;MISC;Q29527347;0;;;;
25;68;77;Boccaccio;PER;Q1402;0;;;;
25;88;109;Nastagio degli Onesti;PER;Q1232587;1;;;;
25;80;84;tale;MISC;Q49084;0;;;;
25;125;133;pictures;MISC;Q478798;0;;;;
25;165;176;workmanship;MISC;Q8035029;0;;;;
25;186;194;Epiphany;MISC;Q132001;1;;;;
25;206;213;picture;MISC;Q478798;0;;;;
26;13;19;Sandro;PER;Q2221177;0;;;;
26;55;60;panel;MISC;Q55439;0;;;;
26;66;73;figures;MISC;Q29527347;0;;;;
26;142;147;doors;MISC;Q36794;0;;;;
26;165;171;façade;MISC;Q183061;0;;;;
26;175;191;S. Maria Novella;LOC;Q51175;0;;;;
26;223;229;church;MISC;Q16970;0;;;;
26;237;241;door;MISC;Q36794;0;;;;
26;249;255;centre;MISC;Q23595;0;;;;
26;273;294;Adoration of the Magi;MISC;Q488841;1;;;;
26;339;346;old man;MISC;Q191089;1;;;;
26;365;369;foot;MISC;Q15807;1;;;;
26;373;381;Our Lord;PER;Q2558835;1;;;;
26;400;410;tenderness;MISC;Q19816620;0;;;;
26;472;479;journey;MISC;Q61509;0;;;;
26;456;459;end;MISC;Q12769393;0;;;;
27;12;34;Chapel of Gino Capponi;LOC;Q3657333;0;;;;
27;43;63;Church of S. Spirito;LOC;Q1519975;0;;;;
27;67;75;Florence;LOC;Q2044;0;;;;
27;90;95;panel;MISC;Q55439;0;;;;
27;111;133;Visitation of Our Lady;MISC;Q691810;1;;;;
27;140;151;S. Nicholas;PER;Q44269;1;;;;
27;159;169;S. Anthony;PER;Q170547;1;;;;
27;192;196;pair;MISC;Q2570803;1;;;;
27;200;210;spectacles;MISC;Q37501;1;;;;
27;218;222;nose;MISC;Q7363;1;;;;
27;240;246;figure;MISC;Q29527347;0;;;;
28;21;24;art;MISC;Q735;0;;;;
28;29;36;actions;MISC;Q4026292;0;;;;
28;40;45;Piero;PER;Q3903143;0;;;;
28;81;86;panel;MISC;Q55439;0;;;;
28;94;100;Church of the Servite Friars;LOC;OOV;0;;;;
28;131;152;Chapel of the Tedaldi;LOC;OOV;0;;;;
28;174;181;garment;MISC;Q11460;1;;;;
28;190;196;pillow;MISC;Q99895;1;;;;
28;200;210;S. Filippo;PER;Q141900;1;;;;
28;231;236;Order;ORG;Q141838;0;;;;
28;258;266;Our Lady;PER;Q345;0;;;;
28;305;313;pedestal;MISC;Q12014132;1;;;;
28;293;299;ground;MISC;Q21152267;1;;;;
28;333;337;head;MISC;Q23640;1;;;;
28;346;352;Heaven;LOC;Q4489450;1;;;;
28;361;365;book;MISC;Q571;1;;;;
28;373;377;hand;MISC;Q33767;1;;;;
28;395;398;Son;PER;Q302;1;;;;
28;421;432;Holy Spirit;MISC;Q37302;1;;;;
28;451;456;light;MISC;Q9128;1;;;;
28;64;74;commission;MISC;Q760089;0;;;;
29;7;15;predella;LOC;Q1411766;0;;;;
29;39;45;scenes;MISC;Q88392887;0;;;;
29;102;113;S. Margaret;PER;Q297742;1;;;;
29;131;136;belly;MISC;Q9597;1;;;;
29;144;150;Dragon;MISC;Q7559;1;;;;
29;173;179;animal;MISC;Q1274979;1;;;;
29;294;298;eyes;MISC;Q7364;1;;;;
29;310;315;venom;MISC;Q3386847;1;;;;
29;317;321;fire;MISC;Q3196;1;;;;
29;327;332;death;MISC;Q4;1;;;;
30;0;5;Piero;PER;Q3903143;0;;;;
30;19;44;the elder Filippo Strozzi;PER;Q323993;0;;;;
30;48;55;picture;MISC;Q478798;0;;;;
30;68;75;figures;MISC;Q29527347;0;;;;
30;79;86;Perseus;PER;Q130832;1;;;;
30;98;107;Andromeda;PER;Q161582;1;;;;
30;117;124;Monster;MISC;Q276453;1;;;;
30;159;165;things;MISC;Q35120;0;;;;
31;20;27;picture;MISC;Q478798;0;;;;
31;46;51;Venus;MISC;Q47652;1;;;;
31;60;64;Mars;MISC;Q112;1;;;;
31;102;108;meadow;MISC;Q7777019;1;;;;
31;117;124;flowers;MISC;Q506;1;;;;
31;153;158;Loves;MISC;Q5011;1;;;;
31;210;216;helmet;MISC;Q173603;1;;;;
31;218;225;armlets;MISC;Q689965;1;;;;
31;237;243;pieces;MISC;Q15989253;1;;;;
31;247;253;armour;MISC;Q20793164;1;;;;
31;257;261;Mars;MISC;Q112;1;;;;
31;274;279;grove;MISC;Q1510380;1;;;;
31;283;289;myrtle;MISC;Q165152;1;;;;
31;298;303;Cupid;MISC;Q5011;1;;;;
31;324;330;rabbit;MISC;Q9394;1;;;;
31;355;360;Doves;MISC;Q10856;1;;;;
31;364;369;Venus;MISC;Q47652;1;;;;
31;395;399;Love;MISC;Q316;1;;;;
31;384;391;emblems;MISC;Q112110;0;;;;
32;4;21;Giovanni Vespucci;PER;Q17064119;0;;;;
32;38;43;house;MISC;Q3947;0;;;;
32;61;75;Piero Salviati;PER;OOV;0;;;;
32;89;99;S. Michele;PER;OOV;0;;;;
32;108;121;Via de' Servi;LOC;Q3556508;0;;;;
32;140;159;bacchanalian scenes;MISC;Q331341;1;;;;
32;180;189;apartment;MISC;Q188507;0;;;;
32;220;225;fauns;MISC;Q223194;1;;;;
32;227;233;satyrs;MISC;Q163709;1;;;;
32;235;246;sylvan gods;MISC;Q548445;1;;;;
32;255;259;little boys;MISC;Q3010;1;;;;
32;265;275;bacchanals;MISC;Q331341;1;;;;
32;290;296;marvel;MISC;Q333173;0;;;;
32;308;317;diversity;MISC;Q36793538;0;;;;
32;329;335;horses;MISC;Q726;1;;;;
32;340;348;garments;MISC;Q11460;1;;;;
32;411;416;grace;MISC;Q17148382;0;;;;
32;432;437;truth;MISC;Q7949;0;;;;
32;441;447;nature;MISC;Q7860;0;;;;
32;382;390;features;MISC;Q1207505;0;;;;
33;0;5;Piero;PER;Q3903143;0;;;;
33;33;55;Francesco da San Gallo;PER;Q2252502;0;;;;
33;74;80;friend;PER;Q17297777;0;;;;
33;94;103;companion;PER;Q17297777;0;;;;
33;126;131;Piero;PER;Q3903143;0;;;;
33;147;156;Francesco;PER;Q2252502;0;;;;
33;169;173;work;MISC;Q17537576;0;;;;
33;181;185;hand;MISC;Q33767;0;;;;
33;189;194;Piero;PER;Q3903143;0;;;;
33;237;241;head;MISC;Q23640;0;;;;
33;245;254;Cleopatra;PER;Q635;1;;;;
33;264;267;asp;MISC;Q169897;1;;;;
33;284;288;neck;MISC;Q9633;1;;;;
33;320;326;father;PER;Q7565;0;;;;
33;298;307;portraits;MISC;Q134307;0;;;;
33;327;335;Giuliano;PER;Q312365;1;;;;
33;358;369;grandfather;MISC;Q9238344;0;;;;
33;370;389;Francesco Giamberti;PER;Q3750041;1;;;;
